"📍 See this list as a map (in more languages, too!)
📍 Vea esta lista como un mapa (¡en más idiomas también!)",,,Learn more about MALAN here!,Check out our directory here!,,,,,,,,,,
Submit an update,,,This is not an exhaustive list. Info will be updated as we are able to. Please reach out to the organizers directly for clarifying questions. ,,,,,,,,,,,
Mid-City,Washington Irving Branch Library,,Free Items,"4117 W. Washington Boulevard
Los Angeles, CA 90018",,,"N95 Masks, available at all LA public library locations","323-734-6303

Mon: 10 a.m. - 8 p.m., Tue: 12 noon - 8 p.m., Wed: 10 a.m. - 8 p.m., Thu: 12 noon - 8 p.m.,
Fri: 9:30 a.m. - 5:30 p.m., Sat: 9:30 a.m. - 5:30 p.m., Sun: Closed
The Library will be closed on Monday, January 20, 2025, in observance of Martin Luther King, Jr. Day.",Instagram,,https://www.instagram.com/lapubliclibrary/p/DExsq4-S-8n/,1/18/2025 10:41 PM,,
Lynwood,Alma Reaves Woods - Watts Branch Library,,Free Items,"10205 Compton Avenue
Los Angeles, CA 90002",,,"N95 Masks, available at all LA public library locations","323-789-2850

Mon: 10 a.m. - 8 p.m., Tue: 12 noon - 8 p.m., Wed: 10 a.m. - 8 p.m., Thu: 12 noon - 8 p.m.,
Fri: 9:30 a.m. - 5:30 p.m., Sat: 9:30 a.m. - 5:30 p.m., Sun: Closed
The Library will be closed on Monday, January 20, 2025, in observance of Martin Luther King, Jr. Day.",Instagram,,https://www.instagram.com/lapubliclibrary/p/DExsq4-S-8n/,1/18/2025 10:41 PM,,
Santa Monica,West Los Angeles Regional Branch Library,,Free Items,"11360 Santa Monica Boulevard
Los Angeles, CA 90025",,,"N95 Masks, available at all LA public library locations","310-575-8323

Mon: 10 a.m. - 8 p.m., Tue: 10 a.m. - 8 p.m., Wed: 10 a.m. - 8 p.m., Thu: 10 a.m. - 8 p.m.,
Fri: 9:30 a.m. - 5:30 p.m., Sat: 9:30 a.m. - 5:30 p.m., Sun: 1 p.m. - 5 p.m.
The Library will be closed on Monday, January 20, 2025, in observance of Martin Luther King, Jr. Day.",Instagram,,https://www.instagram.com/lapubliclibrary/p/DExsq4-S-8n/,1/18/2025 10:41 PM,,
Westchester,Westchester - Loyola Village Branch Library,,Free Items,"7114 W. Manchester Avenue
Los Angeles, CA 90045",,,"N95 Masks, available at all LA public library locations","310-348-1096

Mon: 10 a.m. - 8 p.m., Tue: 12 noon - 8 p.m., Wed: 10 a.m. - 8 p.m., Thu: 12 noon - 8 p.m.,
Fri: 9:30 a.m. - 5:30 p.m., Sat: 9:30 a.m. - 5:30 p.m., Sun: Closed
The Library will be closed on Monday, January 20, 2025, in observance of Martin Luther King, Jr. Day.",Instagram,,https://www.instagram.com/lapubliclibrary/p/DExsq4-S-8n/,1/18/2025 10:41 PM,,
Westwood,Westwood Branch Library,,Free Items,"1246 Glendon Avenue
Los Angeles, CA 90024",,,"N95 Masks, available at all LA public library locations","310-474-1739

Mon: 10 a.m. - 8 p.m., Tue: 12 noon - 8 p.m., Wed: 10 a.m. - 8 p.m., Thu: 12 noon - 8 p.m.,
Fri: 9:30 a.m. - 5:30 p.m., Sat: 9:30 a.m. - 5:30 p.m., Sun: Closed
The Library will be closed on Monday, January 20, 2025, in observance of Martin Luther King, Jr. Day.",Instagram,,https://www.instagram.com/lapubliclibrary/p/DExsq4-S-8n/,1/18/2025 10:41 PM,,
Long Beach,Wilmington Branch Library,,Free Items,"1300 N. Avalon Boulevard
Wilmington, CA 90744",,,"N95 Masks, available at all LA public library locations","310-834-1082

Mon: 10 a.m. - 8 p.m., Tue: 12 noon - 8 p.m., Wed: 10 a.m. - 8 p.m., Thu: 12 noon - 8 p.m.,
Fri: 9:30 a.m. - 5:30 p.m., Sat: 9:30 a.m. - 5:30 p.m., Sun: Closed
The Library will be closed on Monday, January 20, 2025, in observance of Martin Luther King, Jr. Day.",Instagram,,https://www.instagram.com/lapubliclibrary/p/DExsq4-S-8n/,1/18/2025 10:41 PM,,
Mid-City,Wilshire Branch Library,,Free Items,"149 N. Saint Andrews Pl
Los Angeles, CA 90004",,,"N95 Masks, available at all LA public library locations","323-957-4550

Mon: 10 a.m. - 8 p.m., Tue: 12 noon - 8 p.m., Wed: 10 a.m. - 8 p.m., Thu: 12 noon - 8 p.m.,
Fri: 9:30 a.m. - 5:30 p.m., Sat: 9:30 a.m. - 5:30 p.m., Sun: Closed
The Library will be closed on Monday, January 20, 2025, in observance of Martin Luther King, Jr. Day.",Instagram,,https://www.instagram.com/lapubliclibrary/p/DExsq4-S-8n/,1/18/2025 10:41 PM,,
Woodland Hills ,Woodland Hills Branch Library,,Free Items,"22200 Ventura Boulevard
Woodland Hills, CA 91364",,,"N95 Masks, available at all LA public library locations","818-226-0017

Mon: 10 a.m. - 8 p.m., Tue: 12 noon - 8 p.m., Wed: 10 a.m. - 8 p.m., Thu: 12 noon - 8 p.m.,
Fri: 9:30 a.m. - 5:30 p.m., Sat: 9:30 a.m. - 5:30 p.m., Sun: Closed
The Library will be closed on Monday, January 20, 2025, in observance of Martin Luther King, Jr. Day.",Instagram,,https://www.instagram.com/lapubliclibrary/p/DExsq4-S-8n/,1/18/2025 10:41 PM,,
Miracle Mile,Frontline Medics & Harriet Tubman Center,,Donation Drives,"5278 W Pico Blvd, Los Angeles, CA 90019",,"hepa air purifiers in bulk, p100 respirators, and more necessary lung/ respiratory care medicines,","Air filters, masks",,Instagram,,https://www.instagram.com/p/DE1dM2dzuGy/?igsh=NTc4MTIwNjQ2YQ%3D%3D,1/18 12:00 AM,,
Agoura Hills,"Western Veterinary Center, Medical & Surgical Hospital",,Animal Boarding,"4990 Reyes Adobe Road, Agoura Hills, California 91301",,NO MORE DONATIONS as 1/9/2025,Free pet food and supplies to fire evacuees,"We're here to help! Our state-of-the-art hospital has:
80 kennels
30 large runs all with central oxygen
Bring your fur-babies, regardless of health status. We'll keep them healthy and safe during this tough time.
Call: 805-957-7387
Healthy boarding is free for evacuees! If medical attention is needed, we'll discuss care options. 
",Instagram,,https://www.instagram.com/reel/DEk5D3NSxK8/?igsh=NTc4MTIwNjQ2YQ==,1/18 12:00 AM,,
Bakersfield,All Seated in a Barn,,"Animal Boarding, Horse Hauling","30764 Imperial St, Shafter, California 93263",,Donations to feed horses displaced from fires HERE,"animal hauling and boarding
email: Info@allseatedinabarn.com ","tranport, boarding and and food for large animals",Instagram,,https://www.instagram.com/p/DExrcrISLGS/,1/18 12:00 AM,,
Beverly Hills,Mickey Fine Pharmacy,,Services,"433 N. Roxbury Drive, Beverly Hills, California 90210",,,They can help victims of the fires who evacuated without their medications with accessing medication.,"310-271-6123 or info@mickeyfine.com
As of 1/14/26 they still seem to be offering help with prescriptions
CLOSED SUN JAN 19",Instagram,,https://www.instagram.com/p/DEykFbepdr0/?hl=en,1/18 12:00 AM,,
Canoga Park,Lanark Recreation Center,,Free Items,"21816 Lanark St, Canoga Park, California 91304",,,N95 Masks,,Instagram,,https://airtable.com/apphZcxDjym7wP6ZF/pagwruA8vjZaVFx8l/form?fbclid=PAZXh0bgNhZW0CMTEAAaZ23CzkCfKvXdZBqg17LygvhAJNoULpIvj5P0H9itN6_jdho1WtMJT5nws_aem_2vdozuKBxNwUQXx9tBu9ug,1/18 12:30 AM,,
City of Industry,Industry Hills Expo Center Stables,,Animal Boarding,"16200 Temple Ave, City of Industry, California 91744",,,horse boarding - 24 hour security & drop off available,Capacity for 200 horses; not staffed by DACC,"Instagram

LA County Website",,https://www.instagram.com/amfymca_ktown/?hl=en,1/20 5:30 PM,,
Culver City,"Janet Michelle Holt
(@curlupanddyejanet_ on IG)",,Services,,,,Offering salon space for hairstylists who have lost their work space due to a fire in So Cal.,"DM on Instagram, ZIP: 90230",Instagram,,https://www.instagram.com/p/DEn6icmysFm/?utm_source=ig_web_copy_link,1/18 1:45 PM,,
DTLA,Union Rescue Mission DTLA,,Free Prepared Meals,"545 San Pedro St, Los Angeles, California 90013",Volunteers NOT needed 1/11-1/12,essential supplies,"Hot meals via kitchen service.

Donation pickups can be scheduled for donations of 10 or more bags/boxes by calling 213-673-4875 or emailing RebekaM@urm.org.",,Instagram Post,,https://ymcala.org/community-response,1/18 12:30 AM,,
DTLA,Sora Craft Kitchen,,Free Prepared Meals,"1109 E 12th St, Los Angeles, California 90021",,,"Free soup for First Responders & Evacuated Residents. Please call us or DM us in advance to reserve your bowl, then stop by to pick it up",,Instagram,,,1/18 12:30 AM,,
DTLA,Suay,,Free Items,"905 Mateo St, Los Angeles, California 90021",,"We are collecting essential items (hygine products, snacks, pet food, infant case goods, and more","Masks (surgical wrap masks with tested filtration), free clothing for adults and kids.","If you are an org or a shelter in need please contact them directly. 

THE SUAY FREE SHOP WILL BE OPEN UNTIL FURTHER NOTICE to serve our community.
Please come thru this week, and if you aren’t able to you can DM for assistance.",https://www.instagram.com/suaysewshop/,,https://www.instagram.com/p/DDaJy27SRsJ/?img_index=1,1/20 7:21 PM,,
Echo Park,Little Fish,"Jan 20 Monday, Jan 21 Tuesday",Free Prepared Meals,"1606 Sunset Blvd, Los Angeles, California 90026",Drivers needed,Money donations,Free meals and delivery service. DM to arrange delivery,Check Instagram stories for more info. ,Instagram,,https://www.instagram.com/littlefish_echopark/,1/20 5:45 PM,,
Glendale,Glendale Filipino SDA Church,Jan 21 Tuesday,"Shelter, Wifi/Charging","310 E Chestnut St, Glendale, California 91205",volunteers please call (818) 925-6991,,Shelter & Power,"If you or anyone you know is in an evacuation zone and in need of shelter or you are experiencing power interruption due to the winds, we have established the following locations for shelter and power at this time.",SCC Evacuation Centers,,https://linktr.ee/cleanairla,1/20 5:45 PM,,
Granada Hills,Best Friends Animal Society Pet Pantry - Granada Hills,Jan 21 Tuesday,Animal Boarding,"17411 Chatsworth St., Suite 100, Granada Hills, California 91344",Looking for volunteers to foster dogs and cats and to help at the centers,Monetary donations online,"Both Granada Hills and Westwood locations have pet pantries open from 8am-6pm with pet food, cat litter, pet beds, and human sanitary products. No appointment needed. ","If you can help board animals, email FosterLA@bestfriends.org",Instagram,,https://www.instagram.com/p/DEkzp69ya4u/?hl=en,1/20 5:45 PM,,
Greater LA Area,Lagartijas Climbing Crú: Gear Drive,,"Free Items, Donation Drives",,,"Sleeping bags, sleeping pads, dehydrated meals, etc. ","Clothing, sleeping bags & pads, blankets, food, toiletries, much more. 
REQUEST GEAR",Doantiosn and aid coordinated on this google sheet Gear Drive Fire Support - Lagartijas,Instagram,,https://www.instagram.com/p/DEkvoTvyd1f/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA%3D%3D,1/20 5:45 PM,,
Greater LA Area,Planet Fitness,,Shelter,,,,"Open to evacuated people in need of showers, wifi, safe place to sit around",All LA locations; NOT OVERNIGHT; valid through end of January,Planet Fitness LA Locations,,,1/20 5:45 PM,,
Greater LA Area,Clean Air Los Angeles ,,"Free Items, Donation Drives",,Volunteer sign-up: https://linktr.ee/cleanairla,"Masks and air purifiers
Venmo Donations (CleanAirLA)",Currently Distributing masks to fire evacuee centers and shelters. to request PPE : https://linktr.ee/cleanairla,,Linktree,,,1/20 5:45 PM,,
Greater LA Area,Cocokind,,"Shelter, Donation Drives",,,,Apply for donated product ,Hotel rooms are fully booked ,Instagram,,https://www.instagram.com/cocokind/,1/20 5:45 PM,,
Greater LA Area,LA County Federation of Labor,,Services,"2130 James M Wood Blvd, Los Angeles, California 90006",,,Housing assistance and other information for union members in LA county,,LCS,,,1/20 5:45 PM,,
Greater LA Area,Entertainment Community Fund,,"Information, Services, Direct Funds/Grants",,,"Monetary donations:
https://www.instagram.com/p/DEqtBQwOrXB/",Emergency financial assistance for those in entertainment,"A National human services organization for entertainment and performing arts professionals. Services include social services and emergency financial assistance in times of unexpected critical need, health insurance, resource center, counseling and crisis support, and more.
Website: entertainmentcommunity.org/gethelp Email: western@entertainmentcommunity.org ",Fund Link,,,1/20 5:45 PM,,
Greater LA Area,The SAG-AFTRA Foundation Disaster Relief Fund,,"Information, Services, Direct Funds/Grants",,,,"Read in full:

To Qualify for Disaster Relief Fund Assistance, Members:

• Must be impacted by a natural disaster declared as an emergency by state or federal government agencies
• Must be current with SAG-AFTRA dues
• Are not eligible if they have any of the following SAG AFTRA membership statuses: Non-Member, Suspended Payment, Terminated, Resigned, or Fee Paying Non-Member (Fi-Core)
• Must be below the following liquid asset limits:

– For individuals, less than $10,000
– For applicants with spouses or dependents, less than $15,000
– Assets will be verified using recent bank statements","The SAG-AFTRA Foundation Disaster Relief Fund is a program designed to provide urgent financial assistance to SAG-AFTRA members who have been affected by a natural disaster.
Currently prioritizing Disaster Relief for SAG-AFTRA members whose residences and/or vehicles have been destroyed by the fires",SAG-AFTRA,,,1/20 6:00 PM,,
Greater LA Area,MusiCares,"Jan 16 Thursday, Jan 30 Thursday",Direct Funds/Grants,,,,"Financial assistance to music professionals and across all genres and professions - creatives, live crew, managers, agents, makeup artists, costume designers, music video creatives & technicians, and anyone whose livelihood depends on music or makes music happen.

- $1,500 in Financial Assistance
- $500 grocery card

Eligibility:
Documentation of 3 years of work in music or 6 commercially released recordings or singles 


ALSO PROVIDING MENTAL HEALTH SERVICES
Virtual Groups: Thursdays from January 14 - February 18 
In-Person Groups: Thursdays from January 16 - February 20 
Details","MusiCares is a resource to music professionals impacted by natural disasters, including the fires in the Los Angeles area. We provide short-term and long-term disaster relief related to evacuation and relocation costs, instrument replacement/repair, home damage, medical care, mental health services, & other essential living needs. Contact MusiCares to get started:**

Reach out for help: MusiCaresRelief@musicares.org  MusiCares’ expert staff treat cases with integrity and confidentiality. 

For those who have worked in the music industry for 5+ years, eligible for $1500 in financial assistance + $500 in food vouchers. Reach out to above contact information for more details.","Grant Link
Instagram",,https://www.instagram.com/soracraftkitchen/,1/20 6:00 PM,,
Greater LA Area,California HOPE Crisis Support,,Services,,,,"free, confidential, 24/7 peer-run crisis hotline","Call (English) (833) 317-4673, (Spanish) (833) 642-7696, or visit their website at CalHOPE.org.",https://www.calhope.org,,https://www.instagram.com/telefericbarcelona/?hl=en,1/20 6:00 PM,,
Greater LA Area,Feed the Streets LA,,"Free Prepared Meals, Donation Drives",,DM to get involved.,Financial Donations,"Food, water or hygiene
Meals for fire fighters on the ground",,instagram,,https://www.instagram.com/feedthestreets_la?igsh=NTc4MTIwNjQ2YQ%3D%3D,1/20/2025 6:00 PM,,
El Segundo,girltalk.,"Jan 26 Sunday, Jan 27 Monday, Jan 23 Thursday, Jan 24 Friday, Jan 25 Saturday, Jan 30 Thursday, Jan 31 Friday","Donation Drives, Free Items","119 Standard St, El Segundo, CA 90245",Support with donation drive,"Clothing, toiletries, pet supplies, and household necessities including trash bags, laundry detergent, cutting boards, ziplock bags, skincare products, apparel, and more.","Clothing, toiletries, pet supplies, and household necessities including trash bags, laundry detergent, cutting boards, ziplock bags, skincare products, apparel, and more.","For fire victims, pickups are:
Thursday: 12:00pm - 4:00pm
Friday: 11:00am - 4:00pm
Saturday: 10:00am - 4:00pm

For volunteers & donations:
Sunday: 10:00am - 3:00pm
Monday: 11:00am - 4:00pm

Get in touch:
Instagram Handles: @itskiles | @girltalk
TikTok Handle: @wearegirltalk
PR@wearegirltalk.com
Or drop by during the listed volunteer & drop-off or pick-up days/times.",Direct Contact,,https://www.instagram.com/p/DE3ul4_peZi/,1/20/2025 4:18 PM,,
Greater LA Area,Mac Park Unhoused Outreach,,Donation Drives,,,Amazon Wishlist,resources to unhoused residents in Mac Park,Next Freshen Up in Mac Park is Sun 2/9 10am - 1pm,Instagram,,,1/20/2025 6:15 PM,,
Hollywood,Hollywood Food Coalition,,Free Prepared Meals,"5939 Hollywood Blvd, Los Angeles, California 90028",Prepare and serve meals to people. Volunteers needed to receive and distribute food to be distributed to other organizations during weekdays. ,"Moderate Food Quantities: individually packaged prepared meals (animal and vegan protein), ready to eat fruit (citrus, apples, bananas), protein bars & granola bars, shelf stable snacks (individual and large), ready to eat snacks (puched salmon, tuna, apple sauce, etc), trays of cooked food (ideally, items that can be frozen for later use), drinks (water, sports deinks, juices), electrolyte powder packets 

Food Boxes & Palletes: carrots, onions, potatoes, squash, cucumber, fruit (citrus, apples, bananas)

Other Supplies: hand warmers, new blankets, new sleeping bags, wipes, toilet paper, toiletries, lotion, toothbrushes, toothpaste, razors, shaving cream, chapstick, reusable bags, utensil packages, utensil boxes, napkin boxes","Mon-Fri Dinner 6:30-8PM
Sat-Sun Dinner 6:30-7:30PM","Drop offs of moderate quantity: email jonnie.tibbets@hofoco.org
Drop offs for large quantity from food distributors: email nina.angelo@hofoco.org ",Hollywood Food Coalition,,https://hofoco.org/LAfires/?utm_campaign=feed&utm_medium=referral&utm_source=later-linkinbio,1/20/2025 6:15 PM,,
Hollywood,Detroit Pizza Depot,,Free Prepared Meals,"6219 Franklin Ave, Los Angeles, California 90028",,,"Free pizza for first responders, evacuees and people in need. (DM)","Hollywood Hours:
Monday - Sunday 11 AM - 12 AM",Instagram,,https://www.instagram.com/p/DEono78RRSs/?igsh=NTc4MTIwNjQ2YQ%3D%3D,1/20/2025 6:15 PM,,
Hollywood,HOLLYWOOD YMCA,,Donation Drives,"1553 Schrader Blvd, Los Angeles, California 90028","10 AM - 7 PM M-F, Sat 9 AM - 3 PM
Drivers & sort supplies","Toiletries (toothbrushes, toothpaste, soap, shampoo, and feminine products) –
Blankets and towels
Baby formula and baby food
Pet food and supplies
Non-perishable food items such as canned goods, pasta, rice, and snacks
Luggage
Reusable bags
Sleeping Bags
Diabetic and Gluten-free items

Not really needed but will accept- clothing and shoes (new or gently used)","free day passes (with a photo ID) to use showers and charge phones, providing supplies ",Phone Number: 323 467 4161,YMCA LA,,https://www.instagram.com/p/DElqMTupjB_/?img_index=1,1/18 12:30 AM,,
Hollywood,Hollywood SDA Church,,"Shelter, Wifi/Charging","1711 N Van Ness Ave, Los Angeles, California 90028",,,"Shelter, Power & Showers","If you or anyone you know is in an evacuation zone and in need of shelter or you are experiencing power interruption due to the winds, we have established the following locations for shelter and power at this time.",SCC Evacuation Centers,,https://www.instagram.com/iphonerepair310/?hl=en,1/20 6:15 PM,,
Inglewood,Sunday Gravy,,Free Prepared Meals,"1122 Centinela Avenue, Inglewood, California 90302",,"Monetary donations, $20 buys one meal
Venmo: https://venmo.com/u/sundaygravy","Free meals for first responders, evacuees, and people in need. DM @sunday.gravy on Instagram to coordinate - ongoing)","Monday and Tuesday - Closed
Wednesday - Sunday 11 AM - 10 PM

Pausing Larger orders as of 1/20, but free meals are still available in store for first responders and evacuees",Instagram,,http://www.animalwellnessfoundation.org,1/20 6:15 PM,,
Inglewood,Normandie SDA Church,,"Shelter, Wifi/Charging","12420 Normandie Ave, Los Angeles, California 90044",,,Shelter & Power,"If you or anyone you know is in an evacuation zone and in need of shelter or you are experiencing power interruption due to the winds, we have established the following locations for shelter and power at this time.",SCC Evacuation Centers,,https://www.instagram.com/p/DEkvXbVypIH/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,1/20/2025 6:15 PM,,
Koreatown,Mutual Aid Action LA,,Free Items,"2515 W. 7th St Los Angeles, California 90057",,,,"Community Pantry & Space
M-F 9am-6pm 
Sat+Sun: 9am-8pm",Instagram ,,https://www.instagram.com/montebellobarn_yardzoo/?hl=en,1/18 12:00 PM,,
Lake View Terrace,Hansen Dam Equestrian Center,,Animal Boarding,"11127 Orcas Ave, Lake View Terrace, California 91342","Folks with no horse experience to clean stables, shovel poop, water and feed horses
Folks with horse experience to load and unload evacuated horses","shavings, buckets and bucket clips, wheelbarrows (even if they’re just borrowed), pitch forks, halters and lead ropes
Contact Sam at (818)896-6514.",large animal boarding,,Instagram,,https://www.instagram.com/hansendamhorsepark/,01/20 6:30 PM,,
Long Beach,Alley Cat Deliveries,,Services,"4321 Atlantic Ave, Long Beach, CA 90807","gather, sort, and deliver donations",NO DONATIONS,Evacuation/delivery service provided by Long Beach resident Robb Smith.  call 310-529-4839,Check IG for updates,Instagram,,https://www.instagram.com/alley_cat_deliveries/,01/20 6:30 PM,,
Long Beach,7th Street Collective (On Pause),,Donation Drives,"811 E. 7th Street, Long Beach, California 90813",RESTING 01/11,"Wipes, masks, diapers, soap bars, toothbrushes, sunscreen, hangers, ziploc (snack, quart, and gallon), dog food, cat food, water, bars, alc pads, liquid iv, sani wipes, ibuprofen, antihistamines, gauze, clorox wipes, 

Venmo @seventhstcollective to pay for gas and supply runs! ",,"Wait to hear about vol. and donation opportunities 01/12

DMed 1/17 to check if still current, confirmed",Instagram,,https://www.instagram.com/7thstcollective/,1/17 5:20 PM,,
Lynwood,Iphone Repair 310,,Donation Drives,"10820 Atlantic Ave, Ste 105, Lynwood, California 90262",,"ACCEPTING DONATIONS THROUGH THE END OF THE WEEKEND

REALLY NEED: baby wipes, baby oil, wash for babies, baby formula, LOTS of shopping bags 

NEED: shelf-stable food, water, and essentials for distribution to shelters",,"If you can't make it to them, DM to coordinate pickup",iPhone Repair 310 Instagram,,https://www.instagram.com/agnes_pasadena/?hl=en,1/18 2:00 PM,,
Marina del Rey,Animal Wellness Foundation,,Animal Boarding,"4131 Del Rey Ave, Marina Del Rey, California 90292",,"Funds Zelle: info@animalwellnessfoundation.org
or online",pet boarding for those evacuated and don't have a place for their pets.,"Former veterinary hospital offering shelter and medical care for evacuated animals. 
Email Annie at drannieawc@gmail.com. ",Website,,http://www.animalwellnessfoundation.org,1/20 6:30 PM,,
Mid-City,LaBelle Foundation / Belle's Boarding,,"Animal Boarding, Distribution Hub","1353 S Genesee Ave, Los Angeles, California 90019","Volunteers with trucks who are able to pickup/dropoff animals at various rescues for safe harbor, deliver supplies to affected areas, restrocking supplies. Currently needing drivers for pallets of pet food","Accepting supply donations

Urgent: Crates (small, medium, large); prescription dog food

Also accepting: First Aid Kits & Medical Supplies, Cat Food (Wet preferred), Formula (For both cats and dogs), Cat Supplies (Litter boxes and miscellaneous items), Pee Pads, Non-Perishable Human Food, Clothing Essentials (Must be new with tags)

NOT accepting: used clothing, cat litter


Donate here (cash donations lets them buy 10-15X more supplies through their warehouse partnerships) -- https://www.labellefoundation.org/belles-support","pet boarding needs, including those beyond dogs - evaluated on a case by case basis","(1/17) Based on their stories, all donations open, they are also saying that if yo uneed supplied, DM or call them, and they can get a member of their Action Team to get supplies out to you. 

If you need assistance, please contact the team at (323) 627-3821. If the lines are busy, we kindly ask that you try again or leave a voicemail.

As cell service is also limited, you can also request support by sending a DM to @BellesBoarding",Instagram,,https://www.instagram.com/thelabellefoundation/,1/20 6:30 PM,,
Mid-City,Re/Creation Cafe,Jan 22 Wednesday,Wifi/Charging,"4500 Washington Boulevard, Los Angeles, California 90016",,,"Offering a home base to shelter and work

candlelight circle sing Wednesday 1/22 7:30pm","Tues - Thur 9am - 3pm
Fri & Sat 9am - 10pm
Sun 9am - 3pm",Instagram,,https://www.instagram.com/recreationcafe/,1/20 6:30 PM,,
Miracle Mile,Feed Play Love,,Animal Boarding,"410 N. Hayworth St, Los Angeles, California, 90048 ",,"Cat supplies, litter boxes, cat food, cat trees - call first to see if they can coordinate pickup 1(323) 440-4915",animal boarding - HAVE A LOT OF SPACE AND CAPACITY RN ,Reach out to them directly if you need temporary boarding for your pets. Call or text 323-440-4915,Instagram,,https://www.instagram.com/p/DEk5aZESyjJ/?igsh=ZGUzMzM3NWJiOQ%3D%3D&img_index=2,1/20 6:30 PM,,
Miracle Mile,Bernies Coffee Shop + Community Solidarity Project,,"Free Items, Distribution Hub","6101 Wilshire Blvd, Los Angeles, CA 90048",,Monetary donations,"Delivering things like insulin, clothing, hygiene, detergent, first aid, shoes, bedding, baby & kids items, pet items, home goods, special requests",By appointment for Mutual Aid groups only,Instagram,,https://www.instagram.com/p/DEx6h45zuyx/,1/20 6:45 PM,,
Montebello,Montebello Barnyard Zoo,,Animal Boarding,"600 Rea Drive, Montebello, California 90640",,Monetary donations to support evacuated animals they are boarding,animal boarding,"pulic contact call 213 718 5442
Wed-friday 10-5pm
Saturday's and Sundays 10-5pm",Instagram,,https://www.instagram.com/p/DEkyfGWJKGC/?igsh=NTc4MTIwNjQ2YQ==,01/20 6:45 PM,,
Montrose,Cresecenta Valley UMC,,Wifi/Charging,"2700 Montrose Ave, Montrose, CA 91020",,,"power available for charging devices
reach out to Janice or Pastor Kevin. ",No updates since 1/18 ,Instagram,,https://www.instagram.com/rescue.cottage/,1/20 6:45 PM,,
North Hollywood,BunnyLuv Rabbit Resource Center,,Animal Boarding,"10935 Camarillo St. North Hollywood, California 91602",,,"Boarding or bunnies, hamsters, guinea pigs",,Instagram,,https://www.instagram.com/p/DEk92fCyyD0/,1/20 6:45 PM,,
Ojai,Shepherdess Land & Livestock,,"Animal Boarding, Horse Hauling",,Volunteers in Ojai ,donations to the ojai horse and herd network,animal hauling and boarding,"equine and livestock hauling, water troughs, animal boarding. DM @bcbshepherdess

Ojai, California",Instagram,,https://www.instagram.com/allsoulsla/?igsh=NTc4MTIwNjQ2YQ%3D%3D,01/20 6:45 PM,,
Pacoima,Ritchie Valens Recreation Center,,Shelter,"10736 Laurel Canyon Blvd, Pacoima, California 91331",,,,"Absorbed El Camino Real High School Emergency Evacuation Center 

Classes and sports programs are postponed until further notice. Please call the center if you have any questions. Thank you for your patience during this time.",Instagram,,https://www.instagram.com/p/DEn158xy2fA/?img_index=1,1/20 6:45 PM,,
Pacoima,Valley Crossroads SDA Church,,"Wifi/Charging, Shelter","11350 Glenoaks Blvd, Pacoima, California 91331",,,Shelter & Power,"If you or anyone you know is in an evacuation zone and in need of shelter or you are experiencing power interruption due to the winds, we have established the following locations for shelter and power at this time.",SCC Evacuation Centers,,https://www.instagram.com/p/DEkfFkMvvI-/,1/20 6:45 PM,,
Palmdale,Milo's Sanctuary,,Animal Boarding,"550 W. Rancho Vista Blvd, Ste D #106, Palmdale, California 93551",,"litter, food, toys, treats, beds, heating pads, and more","large animal boarding + owners

Land for RVs or tents. Hot water, cat food, cat litter. ",DM @milos_sanctuary on Instagram,Instagram,,https://www.instagram.com/lasorteds/,1/18 12:00 PM,,
Pasadena,My Pet Garden,,Animal Boarding,"2245 East Colorado Blvd., Suite 106, Pasadena, California, 91107",,,pet boarding,"Call or text (626) 319-1238 to see if space is available
",Website,,https://www.mypetgarden.com/products/shop/,1/18 2:00 PM,,
Pasadena,Pasadena Humane Society (Emergency Boarding),,Animal Boarding,"361 S. Raymond Avenue
Pasadena, California 91105","Need foster care, kennels are full. If you are able, come to the foster office",Donations at Capacity (1/10 Update),,"Suspending Adoptions, Shelter Shop, Public Spay/Neuter Services, Vaccine Clinic,  Kids Programming, and Training Classes until further notice",For donation and foster care information,,https://www.instagram.com/p/DExpKZoP4AC/,1/20 6:45 PM,,
Pasadena,Pasadena City College,"Jan 20 Monday, Jan 21 Tuesday, Jan 22 Wednesday, Jan 23 Thursday, Jan 24 Friday",Free Items,"1570 E Colorado Blvd, Pasadena, California 91105",,,Free childcare 1/20 - 1/24 (Info),,Instagram,,https://www.instagram.com/p/DElcLRpSe0C/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,1/20 7:00 PM,,
Pasadena,Pasadena City College Small Business Administration,,"Information, Services","Pasadena City College, Continuing Education Center (CEC)
3035 E. Foothill Blvd., Pasadena, CA 91107 in Bungalow B-4",,,Disaster Loan Outreach,"PCC will be hosting Small Business Administration (SBA) Disaster Loan Outreach Center teams who will assist small businesses, private nonprofit (PNP) organizations, and residents who sustained economic losses and physical damages from the wildfires.

Drop-ins are accepted, but you can schedule an in-person appointment in advance using the link in our bioOpens Tuesday, January 14th at 9 a.m.
Mondays - Fridays, 9 a.m. – 6 p.m.
Saturdays, 9 a.m. – 4 p.m.

Closed 1/20 for MLK but will reopen",Instagram,,https://www.instagram.com/p/DEyN-mtSZbZ/?hl=en,1/20 7:00 PM,,
